"index","mzmed","rtmed","matched","qSvsMB","qSvsNC","modelPredicted","predictVal","MB_0","MB_1","MB_2.5","MB_4.5","MB_6.5","MB_8.5","MB_26.5","NC_0","NC_1","NC_2.5","NC_4.5","NC_6.5","NC_8.5","NC_26.5","S1_0","S1_1","S1_2.5","S1_4.5","S1_6.5","S1_8.5","S1_26.5","S2_0","S2_1","S2_2.5","S2_4.5","S2_6.5","S2_8.5","S2_26.5","S3_0","S3_1","S3_2.5","S3_4.5","S3_6.5","S3_8.5","S3_26.5"
"4643",35186,1145.53981,903.0515,1,0.0466182460793978,0.0225754185935627,FALSE,1,0,0,0,0,9.01,0,0,10830.87,13580.69,12138.85,10438.8,10530.65,11947.07,11947.07,13806.65,11262.3,14311.44,4701.81,918.63,264.69,27.22,11338.45,15091.88,12323.34,3692.34,1136.95,376.77,12.34,11891.25,13528.54,14471.94,396.76,1271.69,385,27.07
"4644",35190,1146.04124,902.555,0,0.0572152525596475,0.668953139068204,FALSE,1,0,0,0,29.96,0,0,0,5311.48,2423.92,1442.07,519.15,510.01,783.37,783.37,7067.4,2395.21,1470.25,187.5,0,0,0,4378.79,3954.96,1281.34,57.51,0,0,0,4590.45,2621.63,1649.58,96.45,0,0,0
"4645",35225,1149.53495,829.583,0,3.12187703623933e-05,0.024324052727772,FALSE,1,0,0,0,0,0,0,0,2000.64,2691.13,1839.61,2585.35,2131.97,2084.84,2084.84,2704.76,1947,2387.79,2551.83,1922.85,1621.9,387.96,2627.86,2645.14,2157.58,1608.72,2096.81,2054.2,142.26,2132.4,2712.99,2486.49,1857.45,2249.59,1846.63,327.01
"4646",35230,1150.39159,994.977,0,0.00734994613299174,0.00348916628459537,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646.69,1274.6,1191.66,1602.22,0,0,0,641.79,1327.35,1373.83,1924.33,0,0,0,732.56,963.46,1903.81,1741.73
"4647",35235,1151.37372,81.0398,0,0.00598194406143468,0.520484020827464,FALSE,1,0,0,0,0,0,0,0,9725.67,5084.19,4874.31,965.49,1304.92,1301.79,1301.79,9235.13,7725.18,4800.76,1216.26,801.53,114.96,0,11635.98,7832.68,5954.39,1221.07,1430.17,184.11,0,10015.38,6816.43,4587.26,1411.19,1318.39,447.05,0
"4648",35247,1153.9903,876.705,0,0.041177429013556,0.379220047453394,FALSE,1,0,0,0,0,0,0,0,1565.71,2495.44,482.42,1943.94,295.09,406.08,406.08,2619.81,2921.99,2188.96,0,0,0,0,2535.59,3541.85,2290.93,104.27,0,0,0,2270.3,2627.32,914.82,0,0,0,0
"4649",35250,1154.49517,877.561,0,0.035528043263142,0.167398454201053,FALSE,1,5.26,0,30.61,0,0,0,0,1946.9,1656.98,596.36,493.26,327.8,496.08,496.08,2861.75,2602.06,1989.98,0,0,0,0,2430.04,2515.1,2207.4,0,0,0,0,2186.62,3101.08,1823.11,0,0,0,0
"4650",35257,1155.52221,920.214,0,0.0579539721529574,0.0192110441348009,FALSE,1,0,0,34.12,0,0,0,0,2441.96,3480.91,2989.06,2531.28,3156.59,3493.57,3493.57,2509.17,2840.87,3179.38,654.88,38.15,0,0,2608.8,3272.66,2860.75,676.26,31.65,0,0,3023.55,2953.37,3378.22,684.61,165.47,0,0
"4651",35266,1156.04951,537.933,0,0.754465633281057,0.000460445877353927,FALSE,1,0,0,0,935.22,1688.82,1144.25,2335.22,4.63,0,0,198.63,0,0,0,0,0,0,966.26,1480.48,782.58,3300.84,0,0,0,750.02,1090.49,1712.88,3777.52,0,0,0,683.69,1142.13,1368.66,2641.18
"4652",35278,1157.33736,788.3975,0,0.0178864795267967,0.0650116815303257,FALSE,1,0,0,0,0,0,0,0,662.77,668.2,526.63,389.34,186.94,445.5,445.5,986,814.22,649.14,0,0,0,0,908.1,771.65,457.06,0,0,0,0,621.08,705.39,617.44,0,0,0,0
"4653",35308,1160.55896,893.74,0,0.00109116127410554,0.00571177403077283,FALSE,1,0,12.6,0,0,0,0,0,863.73,1498.33,890.42,635.16,486.73,1003.01,1003.01,1070.26,1364.15,1061.41,1981.75,2374.23,2499.67,4509.68,664.61,1564.71,1121.1,1025.77,2555.16,2980.78,4607.41,1005.64,789.71,1190.91,2322.02,2592.93,3156.95,3215.5
"4654",35336,1165.46762,902.399,0,0.417511033552428,0.098772303873431,FALSE,1,0,0,0,0,0,0,0,598.23,1237.35,1037.72,477.52,936.62,1525.87,1525.87,373.98,763.55,996.15,581.51,172.37,0,0,647.52,1660.46,862.79,503.18,279.48,0,0,692.71,1470.6,1329.07,325.35,503.12,201.72,0
"4655",35367,1172.01664,876.715,0,0.61128497997252,0.149344426225492,FALSE,1,0,0,0,0,0,0,0,1326.89,2922.57,1716.44,2710.48,1999.83,2692.19,2692.19,1176.12,2902.2,3211.81,0,0,0,0,510.12,2640.89,2278.82,162.77,0,0,0,1657.4,2745.44,1965.34,51.08,0,0,0
"4656",35376,1173.53566,1006.23,0,0.056769242181801,0.307351194215484,FALSE,1,15.23,0,0,0,0,0,0,1035.97,1205.63,592.19,728.68,553.27,496.88,496.88,1329.71,1088.79,1236.54,290.45,491.02,406.97,0,907.34,1193.06,525.12,714.99,0,365.59,0,949.07,1178.98,852.46,1018.39,398.8,1223.7,0
"4657",35382,1174.77696,72.45355,0,0.682275704802544,0.0270646906588929,FALSE,1,0,0,1556.14,8268.25,6394.13,10727.54,11749.37,0,0,364.42,0,0,0,0,0,0,174.46,3429.47,7318.21,3170.9,5540.3,0,0,158.32,9475.42,5547.6,8920.82,3042.2,0,0,288.51,5457.9,5158.99,4307.2,8356.43
"4658",35393,1176.36822,960.503,0,0.022141448958937,0.00766652877386946,FALSE,1,0,0,0,0,0,0,0,135.14,171.67,90.21,0,0,0,0,152.3,146.98,121.83,2417.09,3064.42,4254.85,4267.2,125.18,237.16,0,2830.66,3961.52,2704.16,3625.9,140.29,188.01,125.48,2685.76,3754.63,3430.11,4574.79
"4659",35406,1179.033,643.43,0,0.0835460648916384,0.337079569476111,FALSE,1,0,0,0,127.49,163.32,143.76,0,0,0,0,2002.41,1579.41,730.92,730.92,0,0,0,0,137.02,0,143.54,0,0,0,0,137.37,276.15,0,0,0,0,114.19,0,0,250.18
"4660",35407,1179.48374,666.214,0,0.255071921052154,0.0202934520342137,FALSE,1,0,0,0,33.81,36.08,42.44,0,0,0,0,3202.02,6122.75,4841.33,4841.33,0,0,0,342.6,305.9,177.89,0,0,0,0,335.22,296.21,455.31,0,0,0,0,789.22,664.06,472.19,26.1
"4661",35409,1179.53271,901.974,0,0.123077439203635,0.549545042223663,FALSE,1,0,0,108.21,0,0,0,0,1711.87,774.52,0,580.23,594.84,272.24,272.24,2460.95,975.14,0,0,0,0,0,1739.63,704.63,455.53,130.05,0,0,0,1525.92,1354.37,532.32,0,0,0,0
"4662",35410,1179.54601,827.2735,0,0.0459040556068541,0.0165925422792078,FALSE,1,0,0,0,0,0,0,0,2480.23,2836.17,2337.08,3002.42,2934.61,2596.8,2596.8,2893.05,2550.96,3159.31,357.36,0,0,48.25,2860.01,3358.24,2412.76,198.24,0,0,0,2493.53,2977.41,2617.29,78.92,49.73,0,0
"4663",35424,1181.55019,902.116,0,0.126896888316997,0.741611891292628,FALSE,1,0,0,0,0,0,0,0,2286.12,1332.61,0,0,0,0,0,3763.73,904.38,599.7,0,0,0,0,1687,1756.07,0,0,0,0,0,2170.91,1302.71,697.41,0,0,0,0
"4664",35425,1181.56104,561.46,0,0.559114455417961,0.420293433458831,FALSE,1,0,0,0,492.91,643.2,824.56,349.77,0,0,0,5669.79,4212.13,2417.29,2417.29,0,15.58,0,466.12,1092.77,677.7,1047.62,0,0,0,527.61,855.02,1260.68,981.42,0,0,0,1235.76,942.15,844.75,1097.58
"4665",35427,1182.05096,903.3275,0,0.112638633149051,0.745531358052305,FALSE,1,0,0,0,0,0,0,0,2847.91,1746.96,281.03,142.41,138.74,0,0,3826.56,1266.58,688.88,74.57,0,0,0,2396.69,1486.3,645.11,0,0,0,0,2527.23,1421.57,618.15,0,0,0,0
"4666",35435,1183.26538,72.394,0,0.479568070469414,0.0379688182644504,FALSE,1,0,0,0,6242.57,7620.57,9116.97,4743.63,0,0,487.19,0,0,0,0,0,0,0,1954.94,4000.15,3703.01,482.93,0,0,0,8306.84,3859.99,4743.85,5144.53,0,0,0,1991.5,3757.84,2054.04,4530.08
"4667",35442,1184.55228,744.288,0,0.130164038441435,0.0182512123191973,FALSE,1,0,0,0,1328.6,1647.32,1896.16,1177.5,0,0,0,254.04,645.57,634.67,634.67,0,0,0,206.97,837.85,583.74,1628.78,0,0,0,895.97,572.08,1077.31,1693.78,0,18.66,0,611.85,791.79,903.91,1757.18
"4668",35443,1184.98934,705.834,0,0.477578182339032,0.133267990871448,FALSE,1,0,0,0,0,0,0,0,33.33,313.01,1002.58,1675.93,1450.35,1687.91,1687.91,0,176.68,1199.96,1212.73,636.89,826.04,300.24,25.32,228.56,994.24,1445.73,921.2,889.7,323.4,13.28,140.51,837.52,1173.58,1065.06,1047.31,244.89
"4669",35445,1185.33113,1105.82,0,0.677477454098829,0.251784132474808,FALSE,1,0,0,0,0,0,0,0,671.41,1104.35,670.17,247.06,1063.32,1136.94,1136.94,721.78,1004.79,228.68,0,952.06,0,0,784.26,1044.98,852.98,513.17,215.47,0,186.97,821.68,1217.62,645.79,396.14,1155.44,705.76,461.59
"4670",35452,1186.53598,864.395,0,0.0143413965256379,0.0100402136978017,FALSE,1,0,0,0,0,0,0,0,267.71,417.07,0,150.04,126.01,0,0,380.62,484.64,344.39,474.16,0,767.97,1127.56,254.46,283.03,223.68,0,620.41,719.52,1348.22,296.41,316.46,338.73,117.18,326.66,340.62,1251.36
"4671",35457,1187.44899,994.177,0,0.00766564907436048,0.00362299915268649,FALSE,1,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037.91,1301.09,1502.43,1976.96,0,0,0,921.02,1484.11,1334.87,2139.1,7.96,0,0,1243.07,1322.63,1709.48,2353.6
"4672",35458,1187.45689,920.38,0,0.0923644731595469,0.236956042957248,FALSE,1,0,0,0,0,0,0,0,772.73,1156.01,915.39,317.71,118.16,758.85,758.85,1273.34,1114.15,1407.02,0,0,0,0,1080.34,1365.68,1214.24,0,0,0,107.99,1146.03,1019.18,1117.89,0,0,0,0
"4673",35466,1189.53014,910.936,0,0.052797827576125,0.452203052901959,FALSE,1,0,0,0,0,0,0,0,603.07,607.23,193.26,572.5,187.91,0,0,940.48,737.78,321.71,0,0,0,0,755.09,831.27,170.09,0,0,0,0,712.84,752.04,200.78,0,0,0,0
"4674",35478,1191.54601,857.133,0,0.0109589121118198,0.0150017462980306,FALSE,1,0,0,0,0,0,0,0,1556.28,1826.09,1440.63,1327.57,1340.32,1507.55,1507.55,1563.03,1467.58,1938.88,1553.1,1085.61,696.62,0,1571.75,1822.19,1649.07,1442.18,899.35,939.07,0,1524.63,1513.87,1619.47,1246.04,917.64,1213.26,295.8
"4675",35480,1192.48541,957.737,0,0.536919188510486,0.425363432135389,FALSE,1,0,0,0,0,0,0,0,781.1,1114.45,0,0,0,879.42,879.42,700.81,824.97,1569.47,0,434.02,212.78,0,454.51,958.46,0,0,200.39,378.98,0,865.67,1138.05,366.86,0,611.71,416.04,0
"4676",35491,1197.37983,83.1582,0,0.0956234115404706,0.705811564585786,FALSE,1,0,0,1115.14,0,0,0,0,5760.68,6609.1,1905.19,313.1,1566.26,739.19,739.19,6595.05,4250.74,1629.9,1477.26,256.38,281.71,267.12,4915.28,2976.7,2956.81,0,0,240.61,0,4500.29,1651.93,972.79,1002.35,0,692.69,0
"4677",35515,1201.52793,846.0565,0,0.684698387170615,0.720401556172746,FALSE,1,0,19.45,0,0,0,0,0,1910.65,2710.68,2263.77,2595.56,3230.07,2097.96,2097.96,1840.01,1946.65,2524.34,1990.61,1663.13,2010.95,1791.93,1668.75,2487.49,2332.11,2061.41,2272.75,2545.8,1536.52,1749.54,2268.36,2671.82,2336.64,2322.73,2201.27,1378.64
"4678",35519,1201.56673,916.7265,0,0.159555983517914,0.120817900780834,FALSE,1,0,0,0,0,0,0,0,1316.25,1532.32,1070.77,1090.13,1296.09,1160.9,1160.9,1599.14,1553.95,1422.56,1002.15,1324.65,1627.94,2038.25,1252.26,1245.6,1320.59,1359.33,1751.13,1735.98,1736.91,1615.71,1578.18,1897.71,1406.63,1097.72,1504.66,2192.38
"4679",35544,1208.77251,72.9538,0,0.413282806001617,0.0152851581340801,FALSE,1,0,0,1772.31,8557.97,8180.75,9987.05,7737.01,0,0,0,0,0,0,0,0,0,148.72,4041.07,3241.18,2446.82,4159.06,0,0,0,5392.44,4232.58,7539.25,7999.15,0,0,186.21,3982.3,4455.04,3101.85,4792.72
"4680",35558,1213.42483,960.499,0,0.0321477173331655,0.0103466966565087,FALSE,1,0,0,0,0,0,0,0,92.22,66.06,0,0,0,0,0,55.49,54.05,0,984.5,2764.38,2256.58,2512.09,38.26,87.36,0,1187.31,2897.83,2478.84,3072.98,113.17,48.93,148.12,1406.52,3310.92,3906.56,3381.53
"4681",35559,1213.52733,902.474,0,0.313615472207978,0.0467900729132381,FALSE,1,0,0,0,0,0,0,0,2833.66,4678.34,4694.09,4277.65,4020.76,5568.69,5568.69,3120.01,3999.55,5408.27,1597.67,370.92,117.16,0,2701.95,4900.74,4670.62,1527.23,470.75,182.59,0,2887.88,4713.57,5504.31,1804.88,619.01,61.28,0
"4682",35585,1217.56094,904.834,0,0.083374379075437,0.0548900518307469,FALSE,1,0,0,0,0,0,0,0,4991.1,5426.94,4984.16,4375.5,4378.7,5968.76,5968.76,6222.84,5752.37,6391.09,4345.91,3456.84,3507.07,2824.66,4911.81,6714.59,5626.6,3851.32,4012.72,4244.63,4065.08,4800,5396.5,5224.1,4385.63,4889.58,4262.01,3077.65
"4683",35595,1219.29954,724.577,0,0.161420579762438,0.634762779639007,FALSE,1,0,0,0,0,0,0,0,7067.75,4473.98,1166.98,613.03,572.97,547.39,547.39,11589.6,3362.87,2069.1,0,0,0,0,9073.51,5587.31,1345.46,0,0,0,0,8539.54,4046.43,1841.68,24.85,0,0,0
"4684",35598,1219.57662,995.15,0,0.00136485296997395,0.00228246611770998,FALSE,1,0,0,0,0,0,0,0,1712.1,1720.12,1460.71,1873.49,1613.68,1600.57,1600.57,1438.51,1696.46,1690.77,1516.78,1217.5,1329.79,3573.37,1254.49,1821.96,1497.11,1665.37,1599.97,1304.07,3411.11,1301.54,1655.9,1639.96,1356.98,1366.37,1690.43,4091.45
"4685",35614,1221.53006,390.25,0,0.61128497997252,0.0275251701068492,FALSE,1,0,0,0,1248.15,1342.76,1887.84,993.67,5.59,23.47,0,0,0,0,0,0,0,0,844.99,577.28,418.94,1300.83,0,0,0,1314.58,961.03,1490.34,559.18,0,0,0,108.74,1338.74,139.7,973.92
"4686",35615,1221.55457,450.469,0,0.382793465852206,0.581754692645306,FALSE,1,0,852.5,1080.56,2553.4,3135.34,3033.22,832.79,0,401.22,763.99,5808,7629.04,4015,4015,0,714.94,912.09,4255.72,2892.18,3006.82,3063.16,0,146.2,864.4,3247.33,3651.13,3824.65,3728.13,0,421.1,373.46,4086,3585.71,4259.13,3581.44
"4687",35631,1223.50868,920.951,0,0.0798744095952332,0.0420751656979216,FALSE,1,0,0,0,0,0,0,0,817.93,1400.73,1446.78,1134.84,993.09,1517.26,1517.26,804.69,1066.61,1203.67,103.88,0,0,0,937.84,1352.66,859.31,0,0,0,0,1039.43,1133.03,1082.37,219.04,0,0,0
"4688",35668,1233.55526,941.475,0,0.0399265809611222,0.0226208613629408,FALSE,1,0,0,0,0,0,0,0,3145.06,3828.75,4260.81,2893.73,3405.31,2770.36,2770.36,4588.01,3277.49,3890.7,3611.17,4549.99,518.56,6032.67,2964.43,3493.49,3783.54,4290.75,4503.91,5857.15,6839.22,3062.43,3205.97,4199.78,3575.11,5538.63,5008.94,7049.84
"4689",35669,1233.595,884.121,0,0.138241192376866,0.0646111922656074,FALSE,1,0,0,0,0,0,0,0,1060.58,1591.86,1078.69,1269.03,1149.39,1265.82,1265.82,1529.34,1413.66,1590.62,0,0,0,0,1246.27,1662.78,1410.15,0,0,0,1393.8,1188.95,1293.25,1419.43,0,0,64.49,0
"4690",35680,1235.57132,872.8155,0,0.0450540734250472,0.0869274238090526,FALSE,1,0,0,0,0,0,0,0,4093.94,5300.18,3627.18,2909.06,3746.74,3510.61,3510.61,4153.3,4611.45,5268.95,2308.16,876.86,444.8,0,3799.34,4438.97,4036.56,2148.2,1260.43,469.9,0,3646.79,4299.06,4772.4,2448.6,1141.67,459.68,63.86
"4691",35683,1236.5147,560.86,0,0.75610277374253,0.488062706940979,FALSE,1,0,0,0,754.02,1184.95,1109.13,257.13,0,0,0,3834.68,4490.53,1020.67,1020.67,4.95,0,0,247.43,865.08,209.98,357.55,0,0,0,794.89,718.85,1327.21,732.83,0,0,0,906.94,449.94,619.21,450.31
"4692",35697,1240.02684,448.93,0,0.769968491666442,0.0560486988489041,FALSE,1,0,27.92,0,854.17,815.47,1093.19,393.83,0,52.45,0,1794.9,3270.24,2484.08,2484.08,0,39.71,0,334.74,771.76,393.59,924.8,0,53.01,0,1308.28,675.98,233.08,215.02,0,16.95,0,110.79,481.79,1272.56,868.86
"4693",35700,1241.28008,724.577,0,0.0715155974057842,0.707033558927526,FALSE,1,0,0,0,0,0,0,0,2520.04,1957.48,338.57,0,0,127.73,127.73,3510.85,1715.45,910.17,0,0,0,0,2682.24,2912.5,444.08,0,0,0,0,2417.81,2138,331.41,0,0,0,0
"4694",35701,1241.52499,376.2995,0,0.723322582130605,0.557367281020538,FALSE,1,0,0,0,792.37,1174.19,1432.79,758.33,0,0,0,695.09,1979.26,1390.24,1390.24,0,0,0,547.46,839.39,650.75,1311.14,0,0,0,638.87,1246.92,1320.71,1181.94,0,0,0,1206.4,794.66,1425.43,1456.75
"4695",35711,1244.35396,960.429,0,0.0221498278775083,0.00787368723077205,FALSE,1,0,0,0,0,0,0,0,79.78,143.11,0,0,0,0,0,89.32,115.4,0,1583.05,2391.05,2597.47,2889.43,97.02,74.46,0,1525.91,2889.54,2881.39,2801.26,46.65,127.77,47.61,1974.3,3044.8,2214.48,3628.18
"4696",35716,1245.24255,715.246,0,0.115711928246572,0.592857483515309,FALSE,1,0,0,0,0,0,0,0,5552.08,6377.22,1274.9,156.2,53.25,97.07,97.07,13482.52,6487.23,3033.42,828.09,1125.91,546.27,709.75,10209.14,7496.43,1698.73,939.65,507.43,481.67,987.4,9494.33,4523.17,2601.21,657.59,408.19,787.58,743.85
"4697",35718,1245.46243,902.5325,0,0.185417954457565,0.0749838889063529,FALSE,1,0,20.63,0,0,66.95,0,0,1043.85,1237.5,1035.62,885.18,1000.96,967.97,967.97,1795.34,1755.21,2644.86,687.29,0,0,0,1237.49,2257.49,1512.61,214.95,0,0,0,1128.66,1636.82,2116.04,548.02,0,0,0
"4698",35719,1245.5446,877.634,0,0.073255973863695,0.545955160317113,FALSE,1,0,0,0,0,0,0,0,0,520.15,717.5,1409.77,0,1300.38,1300.38,0,0,527.92,1911.49,985.53,1123.43,1166.37,0,0,0,1382.7,1981.25,1179.43,1232.53,121.36,572.24,865.67,1056.52,1963.64,1414.81,1515.94
"4699",35728,1247.25735,715.152,0,0.198781193010598,0.740416116007787,FALSE,1,0,0,0,0,0,0,0,16804.29,12891.98,2819.72,1137.52,1583.48,1555.87,1555.87,17397.23,7285.57,2917.22,731.16,1335.17,948.42,1486.18,15320.7,10873.98,2663.32,1366.79,1199.69,1677.94,1459.65,17925.27,7391.47,4458.41,1887.22,1534.03,1544.63,1596.82
"4700",35729,1247.33103,774.05,0,0.0990192767937012,0.723240700804904,FALSE,1,0,0,0,0,0,0,0,11061.47,5553.11,2167.2,1321.41,1382.9,1130.41,1130.41,11987.25,6035.07,2584.22,201.14,0,0,0,10963.28,5561.31,2599.07,302.87,0,0,0,10432.29,4486.94,2727.4,244.55,0,0,0
"4701",35751,1250.08814,850.437,0,0.317380432973482,0.725993868119439,FALSE,1,0,0,0,0,0,0,0,3281.2,2584.29,805.95,590.27,805.36,230.56,230.56,4882.8,1551.4,1434.36,480.08,658.3,160.17,619.61,3508.83,2199.89,749.52,345.5,502.98,578.65,666.62,5330.39,1683.91,1249.63,579.72,531.07,688.35,471.91
"4702",35765,1253.31695,1107.11,0,0.231026756668477,0.611191648945028,FALSE,1,0,0,0,0,0,0,0,815.05,1022.08,0,269,638.25,502.71,502.71,839.48,575.64,455.78,0,0,0,0,535.87,654.78,389.24,0,0,185.09,0,705.2,979.37,199.98,0,0,530.06,0
"4703",35775,1255.53688,941.9385,0,0.355030022816851,0.234220289545335,FALSE,1,0,0,0,0,0,0,0,437.47,879.65,813.59,536.45,783.8,677.74,677.74,1075.71,947.93,1220.84,241.48,1120.41,915.49,1260.67,842.1,962.22,1182.93,1283.18,1024.06,1777.89,1033.92,875.23,769.15,1618.49,1247.05,2526.53,1774.87,2610.33
"4704",35789,1259.29404,754.0065,0,0.00915558643100062,0.0847370497080863,FALSE,1,0,0,0,0,0,0,0,385.86,523.31,278.98,387.94,0,627.11,627.11,642.7,620.74,288.7,194.89,0,0,0,525.55,630.41,180.37,0,0,0,0,767.66,650.1,498.01,0,0,0,0
"4705",35796,1261.58754,974.84,0,0.590494155975478,0.700111394114175,FALSE,1,0,0,0,0,0,0,0,1203.18,1028.97,908.34,488.46,823.93,876.79,876.79,1109.86,1289.79,1251.73,649.38,1431.07,816.18,665.41,1231.43,1514.94,1046.73,751.48,1152.49,844.81,1228.21,1082.08,973.99,1129.47,1339.73,584.25,1231.17,1142.3
"4706",35807,1263.5657,803.5595,1,0.558608143362133,0.245463142989776,FALSE,1,0,0,0,0,0,0,0,1086.11,1306.87,1105.67,1068.58,1131.46,1075.28,1075.28,1129.48,792.01,1370.61,1400.81,1027.45,646.46,1161.68,1048.48,1129.14,990.92,1580.17,480.51,303.79,1627.82,796.6,1269.68,1029.58,372.46,631.34,916.13,967.44
"4707",35811,1264.06779,914.475,0,0.289189324750088,0.684742123288031,FALSE,1,0,0,0,0,0,0,0,1695.11,1302.43,433.13,395.59,495.97,255.66,255.66,2374.91,1054.3,776.92,0,83.1,264.7,186.97,1927.13,1143.2,299.85,0,0,401.09,243.5,2414.67,1280.39,615.11,289.51,166.17,578.42,584.62
"4708",35821,1265.58177,837.825,1,8.77355334685657e-06,0.00132693952705761,FALSE,1,0,0,0,0,0,0,0,6752.94,7424.71,6538.66,5846.49,7236.57,6310.64,6310.64,8969.71,7132.74,9089.84,5064.51,3204.78,2043.4,133.97,6824.88,8948,1399.85,4972.35,3091.75,2008.96,160.45,9806.64,6914.19,7639.35,5591.99,3532.8,2566.24,144.91
"4709",35824,1266.08295,837.7845,0,0.102877091176617,0.632547865364231,FALSE,1,0,0,0,0,0,0,0,3781.25,2100.84,916.78,484.64,488.24,616.91,616.91,5213.62,1948.56,1360.06,218.58,0,0,0,3587.03,2458.31,834.06,179.59,107.79,43.88,0,4402.54,1728.57,1096.04,126.48,136.8,0,0
"4710",35831,1267.44621,565.034,0,0.678590637680634,0.0443362164203701,FALSE,1,0,0,0,632.48,387.87,547.05,0,0,0,0,1692.31,1877.53,1640.78,1640.78,0,0,0,0,582.06,257.99,456.68,0,0,0,375.42,223.67,581.36,0,0,0,0,410.89,0,0,251.03
"4711",35835,1268.22892,715.971,0,0.193261134558914,0.73836900773168,FALSE,1,0,0,0,0,0,0,0,1186.17,2315.14,0,0,0,0,0,1726.02,2919.33,314.32,0,0,0,639.34,1551.01,2468.64,1571.89,308.37,0,0,0,1191.11,1990.78,564.38,0,185.51,0,0
"4712",35839,1269.23891,715.456,0,0.0382980397298035,0.699588975929993,FALSE,1,0,0,0,0,0,0,0,4742.04,6992.98,1658.13,744.79,1119.53,1054.27,1054.27,3586.45,3746.25,2629.89,123.12,631.16,676.28,704.93,4061.26,4637.06,1830.23,755.48,604.33,1419.36,936.99,4974.7,4549.61,3737.49,1595.57,1117.14,1169.76,809.5
"4713",35840,1269.31251,774.23,0,0.161170894309638,0.740762562185031,FALSE,1,0,0,0,0,0,0,0,2538.93,2051.83,314.95,0,0,0,0,2906.54,1582.47,434.81,0,0,0,0,2798.22,1394.52,243.59,0,0,0,0,2267.49,803.71,564.36,0,0,0,0
"4714",35847,1270.59777,750.432,0,1.79841072459584e-07,0.0384200109208927,FALSE,1,0,0,0,0,0,0,0,0,0,0,4535.23,3651.28,3958.33,3958.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.02
"4715",35863,1274.02624,955.344,0,0.546748179197473,0.657170253121132,FALSE,1,0,0,0,0,0,0,0,2077.04,1313.16,0,0,0,0,0,1764.58,994.73,0,307.61,0,234.68,0,1451.64,1557.92,0,323.28,166.53,0,455.6,1795.19,1541.47,0,807.39,795.56,535.38,454.92
"4716",35866,1275.28986,759.7825,0,0.358296949617782,0.745531358052305,FALSE,1,0,0,0,0,0,0,0,3462.52,1918.28,539.25,0,78.05,0,0,4288.36,1144.69,783.78,423.49,194.16,291.62,0,3445.77,2053.08,304.46,133.48,0,0,338.43,4872.55,1352.85,432.87,93.91,313.7,133.69,68.83
"4717",35877,1277.54495,860.793,0,0.0642903228636537,0.0126883569364301,FALSE,1,0,0,0,0,0,0,0,421.29,646.63,251.58,334.53,120.88,144.49,144.49,579.71,450.12,395.57,336.25,628.66,1062.45,1633.25,461.84,466.87,184.17,613.92,911.47,1191.09,1475.57,487.61,448.33,254.62,723.84,631.42,1282.76,1488.1
"4718",35883,1279.56048,818.854,0,0.0639302207410455,0.0116746554303083,FALSE,1,0,0,0,0,0,0,0,943.8,1104.34,810.75,893.18,702.09,647.8,647.8,1040.24,730.36,839.55,1176.83,699.5,1435.04,2024.99,645.26,736.9,886.96,533.53,843.24,1185.97,1930.47,755.48,663.32,974.8,879.27,570.73,1403.64,1705.05
"4719",35890,1281.51302,903.014,0,0.337856979352057,0.0359131977718221,FALSE,1,0,0,0,0,0,0,0,689.57,1984.56,1875.49,1704.26,1915.21,2513.19,2513.19,784.38,1301.67,1497.26,241.09,0,0,0,1011.04,1663,1729.82,682.91,0,0,0,731.61,1481.29,1440.61,458.06,204.17,0,0
"4720",35917,1290.58503,1032.395,0,0.303835795176915,0.708907012039204,FALSE,1,14.69,0,0,0,0,0,0,847.28,903.4,0,0,878.21,0,0,1102.42,755.22,0,499.44,595.54,0,462.96,861.14,1222.71,416.48,348.8,174.32,170.51,721.18,795.1,764.75,571.12,176.21,364.93,765.94,0
"4721",35929,1292.6003,872.251,0,0.554786804747998,0.617179521512748,FALSE,1,0,0,0,0,0,0,0,4154.37,4962.03,3446.53,2997.88,3500.48,3698.65,3698.65,4355.45,4477.44,5007.61,3741.17,3301.54,3381.45,3370.62,3399.18,4127.71,4465.55,3423.02,4368.55,3564.43,3026.82,4010.52,4479.3,4597.65,3791.84,3401.5,3273.42,3239.07
"4722",35960,1301.58302,578.0275,0,0.741404731368506,0.00811044796198921,FALSE,1,0,0,0,0,87.57,0,0,0,0,0,1549.17,1731.27,2178.25,2178.25,0,0,0,107.59,101.41,99.53,0,0,0,0,222.02,181.36,0,0,0,0,0,0,130.18,241.66,100.48
"4723",35979,1305.57723,1001.96,1,0.373735987428226,0.699190369910461,FALSE,1,0,0,0,0,0,0,0,849.58,1205.25,0,0,1659.4,0,0,1076.25,755.49,0,501.52,211.81,0,0,880.49,1114.84,0,0,258.44,0,0,1022.31,1070.09,0,453.18,0,263.67,0
