"index","mzmed","rtmed","matched","qSvsMB","qSvsNC","swipesRight","swipesTotal","MB_0","MB_1","MB_2.5","MB_4.5","MB_6.5","MB_8.5","MB_26.5","NC_0","NC_1","NC_2.5","NC_4.5","NC_6.5","NC_8.5","NC_26.5","S1_0","S1_1","S1_2.5","S1_4.5","S1_6.5","S1_8.5","S1_26.5","S2_0","S2_1","S2_2.5","S2_4.5","S2_6.5","S2_8.5","S2_26.5","S3_0","S3_1","S3_2.5","S3_4.5","S3_6.5","S3_8.5","S3_26.5"
22945,454.88175,278.102,0,0.33881,0.08343,0,0,0,0,0,2265.74,3829.3,4733.8,1201,0,0,0,967.28,332.08,731.06,731.06,0,33.46,0,1085.84,1788.55,2869.95,814.82,0,0,0,1186.03,1401.99,1726.84,2646.3,0,0,0,777.65,2092.46,1040.53,2485.41
22954,455.03769,1072.53,0,0.14061,0.02406,0,0,0,0,0,0,0,0,0,30.58,89.85,0,0,0,0,0,59.71,38.78,0,3727.06,6549.92,5227.16,0,57.58,16.63,0,3453.06,6850.36,6372.34,0,32.24,31.2,0,2761.76,7048.03,5202.2,1453.94
22955,455.03797,760.299,0,0.20016,0.2453,0,0,0,0,0,426.41,1582.52,2534.79,0,326.96,940.73,1259.61,427.05,0,0,0,419.16,613.82,362.01,1127.48,0,636.92,550.19,486.03,526.38,1201,0,0,0,1858.86,327.9,663.22,911.88,0,848.45,0,612.82
22957,455.11545,480.104,0,0.36886,0.02647,0,0,0,0,0,0,0,0,0,8514.79,7702.43,4682.36,16409.27,16297.7,17684.27,17684.27,11803.38,5609.76,5464.4,7617.84,3655.82,2105.83,0,8504.09,6928.83,3952.95,7313.45,3727.33,2229.96,0,10251.73,5403.12,5774.49,8945.67,4490,1970.68,0
22958,455.11795,627.626,0,0.07188,0.33019,0,0,0,0,0,0,0,0,0,2369.54,2411.16,1629.91,930.82,967.2,0,0,2466.32,2019.14,2259.06,801.24,1405.4,653.54,523.73,2350.95,2421.45,1927.64,542.83,885.76,1167.73,908.45,2495.55,2752.35,1217.04,1219.44,905.55,977.65,729.83
22960,455.11764,713.238,0,0.38832,0.06604,0,0,0,0,0,0,0,0,0,713.19,475.07,357.46,0,248.36,412.67,412.67,736.19,711.64,542.45,0,1122.81,1041.2,0,684.7,447,414.29,233.85,1372.82,1934.42,2376.77,717.2,840.9,602.29,257.22,1827.23,1358.91,4787.07
22961,455.11816,909.5175,0,0.04866,0.55047,0,0,0,0,0,0,0,0,0,827.03,1113.11,260.02,0,0,0,0,940.65,413.03,631.54,363.51,0,0,0,561.28,146.64,599.35,0,0,0,0,608.86,781.51,380.8,0,0,0,0
22967,455.17544,935.712,0,0.42394,0.5288,0,0,0,0,83.87,0,0,0,0,1431.26,2170.55,2913.68,2231.07,2840.71,1649.35,1649.35,1551.46,1715.59,2509.96,1899.1,1442.21,2002.3,215.24,1240.79,2163.9,2148.27,1240.16,2302.04,1060.5,503.29,1244.26,2059.34,3041.26,2728.23,2073.71,2190.35,413.62
22968,455.17551,876.118,0,0.08492,0.45778,0,0,0,0,0,0,121.56,0,0,2626.47,1959.85,1737.92,956.07,580,1212.51,1212.51,2561.93,2085.65,1260.14,885.48,704.3,478.13,167.73,2155.52,3284.56,1233.86,487.86,624.04,934.36,344.63,2110.34,2404.92,1653.36,961.86,736.3,510.2,641.82
22970,455.17931,517.767,0,0.47038,0.03902,0,0,0,3.94,0,8485.55,10447.76,8583.06,14434.1,0,3.85,0,20397.84,24683.82,26320.9,26320.9,0,3.52,0,8489.67,10728.24,10652.57,2779.03,0,0,28.99,8325.58,10587.8,10437.15,2991.17,0,4.56,12.28,9544.15,10345.27,10148.07,2798.46
23013,455.35159,951.156,0,0.20472,0.67358,0,0,0,0,0,0,0,0,0,1150.28,1252.07,226.13,0,366.58,471.02,471.02,943.98,1128.1,358.86,662.43,0,0,0,1084.44,1240.92,565.61,0,292.53,488.02,242.54,901.24,662.57,0,382.06,515.89,0,0
23037,455.89699,777.02,0,0.32669,0.15782,0,0,0,6.99,0,18114.36,24289.39,21655.91,26832.39,0,3.26,7.62,12568.63,16487.7,14354.21,14354.21,0,0,0,937.05,19374.21,23182.21,924.17,0,0,13.13,21639.26,18840.61,489.25,1052.97,1.22,3.35,7.91,517.73,793.3,26102.49,912.28
23041,455.98286,125.318,0,0.1768,0.43996,0,0,0,0,0,0,0,0,0,755.96,1047.86,518.59,618.15,0,0,0,1388.26,1863.23,1347.73,0,0,0,0,1045.4,1046.22,304.86,0,0,0,0,956.19,1462.15,1615.74,0,0,0,0
23045,456.08011,106.557,0,0.14807,0.02545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.3,1780.93,1477.45,0,0,0,0,2100.35,1675.99,1222.94,0,0,0,0,754.98,2327.08,1816.56,372.8
23047,456.11326,527.491,0,0.05573,0.33399,0,0,0,0,0,0,0,0,0,1022.67,826.69,458.46,0,0,0,0,1999.23,1380.07,1022.62,339.99,0,0,0,1660.64,1479.18,946.7,0,373.21,300.8,0,1460.11,997.95,783.65,0,0,216.2,322.78
23063,456.20722,124.186,0,0.28486,0.07227,0,0,0,1156.53,742.58,1576.59,1296.38,1881.2,2081.28,3480.5,3313.51,3822.06,5211.92,4880.42,4637.71,4637.71,3588.54,4299.07,5078.72,4216.33,2413.03,3419.55,2496.81,2672.6,3540.1,4000.15,3106.18,2975.63,3570.36,2483.58,3530.34,3885.14,4331.69,3469.2,4555.14,3389.75,2529.24
23127,457.00874,1071.975,0,0.15223,0.02573,0,0,0,0,0,0,0,0,0,17.93,19.23,0,0,0,0,0,39.64,0,0,3351.21,5539.1,3871.27,0,36.61,0,0,3844.1,5171.93,4768.7,0,6.65,0,0,1734.96,5090.12,3564.93,796.01
23130,457.02682,421.465,0,0.06355,0.66763,0,0,0,0,0,0,0,426.11,0,1184.16,648.96,955.69,0,0,0,0,896.88,690.77,466.13,0,0,0,0,1099.09,543.63,596.89,521.54,0,0,0,635.58,948.46,1022.33,0,0,0,0
23131,457.02699,517.8015,0,0.36528,0.72369,0,0,0,0,0,0,0,0,0,1179.5,1676.44,1497.45,0,0,0,0,945.8,1392.55,1275.95,261.86,0,318.99,0,1104.04,1721.96,1112.44,0,0,0,0,1118.72,1542,1537.49,0,322.39,0,0
23132,457.0326,1072.4,0,0.08703,0.0171,0,0,0,0,0,0,0,0,0,20.82,22.33,0,0,0,0,0,45.92,0,0,3883.45,3603.38,2112.49,0,42.49,0,0,4352.14,3663.36,5574.77,0,7.71,0,0,957.46,3005.85,3612.65,769.06
23136,457.14632,821.837,0,0.11958,0.01338,0,0,0,0,0,147.91,0,0,0,463.87,680.12,276.89,154.65,116.74,0,0,563.53,375.13,141.15,1701.09,2464.39,1634.26,1952.13,527.59,698.65,101.64,1888.21,2015.39,2609.45,3634.66,546.17,541.86,127.45,1541.73,2189.49,2917.82,2963.36
23176,457.26374,680.375,0,0.42776,0.17417,0,0,0,643.44,15.36,8927.42,10697.12,12228.59,5641.12,0,911.61,109.95,5312.98,5988.22,7140.98,7140.98,0,592.57,193.56,4898.39,4640.14,8317.92,14422.24,0,839.17,146.9,6612.11,10056.09,12517.79,13315.8,0,859.49,128.84,4287.21,6008.96,4710.25,7963.45
23192,457.33063,936.406,0,0.02329,0.1467,0,0,0,2.43,0,53.82,32.36,55.26,10.93,11060.21,19814.66,28420.05,24559.15,27118.18,23028.45,23028.45,13160.14,15750.66,24284.85,23510.46,25577.54,28594.97,42004.47,11148.01,20415.03,23012.53,23343.1,26460.88,29004.48,35234.58,11623.62,18527.53,25384.13,28149.8,25865,34112.68,39913.91
23193,457.33068,955.692,0,0.13651,0.02409,0,0,1.25,0,8.81,0,0,16.2,0,7152.28,9398.91,6955.85,7130.28,6967.79,7478.94,7478.94,7203.65,7619.05,7434.92,7359.96,20986.86,21279.52,24573.67,7197,9403.58,7109.67,6273.5,20934.43,22356.8,26253.37,6392.58,8549.88,7430.74,11408.38,21648.28,19926.73,31256.57
23194,457.33067,876.903,0,0.21713,0.02848,0,0,1.41,0,0,0,0,0,0,12105.1,14877.33,15915.39,14726.1,15203.22,15372.52,15372.52,13622.73,14624.49,13624.2,5105.1,1534.86,1127.59,293.27,10063.85,14874.05,15702.67,6670.28,1676.18,823.13,253.03,11324.7,16323.19,16992.84,5461.41,1692.81,910.67,261
23197,457.33087,916.359,0,0.43419,0.3358,0,0,0,0,0,0,0,0,0,3065.59,4905.72,3453.7,3508.46,3623.02,4218.12,4218.12,4147.37,3195.53,4873.13,3222.06,3868.08,3887.67,2315.97,3546.44,4296.62,3941.81,3455.8,3620.88,3492.15,3305.21,3663.73,4152.56,4308.24,4250.35,3881.92,3832.5,3017.7
23241,458.18612,876.903,0,0.39646,0.21958,0,0,128.19,258.97,834.93,0,504.4,0,390.81,2024.91,2076.35,1610.11,1063.55,1034.95,1190.26,1190.26,2534.68,2107.03,2044.34,0,735.54,184.65,150.75,1610.57,1967.96,1412.71,232.13,241.76,277.51,0,1992.47,2157.8,1637.79,156.66,562.51,433.6,424.74
23242,458.18637,960.462,0,0.17651,0.00883,0,0,187.54,660.04,1897.04,1665.89,2186.75,1602.39,754.45,34.51,131.15,996.18,741.67,980.44,738.11,738.11,70.31,364.83,918.06,1865.82,2974.2,2934.84,2778.37,62.11,360.41,1094.16,2495.04,1782.26,2713.51,2926.97,26.39,261.68,677.64,1160.13,2203.89,3043.18,3069.6
23301,458.74163,725.186,0,0.68945,0.01802,0,0,0,0,0,2195.77,2932.06,1093,0,0,0,0,298.84,773.85,353.86,353.86,0,0,0,3734.41,5244.71,5245.13,750.5,0,0,0,3944.79,5271.7,7145.84,717.82,0,0,0,5188.74,4760.27,6362.56,908.95
23314,459.00257,824.465,0,0.30912,0.13824,0,0,0,0,0,898.21,473.19,1381.46,1245.23,0,0,0,1602.91,1099.57,1738.58,1738.58,0,0,0,175.92,1317.39,1593.53,3428.55,0,0,0,912.39,2622.55,1792.72,2368.23,0,32.92,0,1350.43,1350.07,2121.39,3980.29
23316,459.128,923.355,0,0.11618,0.73571,0,0,0,0,0,0,0,0,0,1390.87,1278.36,534.38,197.54,179.22,0,0,1362.12,1279.97,264.11,0,0,225.46,0,1059.58,1358.16,536.58,0,0,0,0,1325.45,1070.14,678.23,0,0,0,0
23333,459.243,725.8845,0,0.38654,0.01814,0,0,0,0,0,391.56,2012.21,360.58,1444.75,0,0,0,364.57,351,404.47,404.47,0,0,0,3179.32,2935.91,3950.04,425.38,0,31.85,78.51,2590.04,3842.13,4537.57,1439.42,0,0,0,2446.16,2928.91,4939.93,575.18
23411,460.26877,1165.97,0,0.72251,0.74111,0,0,0,1006.33,3271.31,4814.95,3985.2,5741.79,4149.46,0,880.41,3460.33,475.73,561.3,668.14,668.14,10.94,900.48,4055.6,185.69,287.33,163.87,909.57,0,989.63,3492.63,262.76,4166.9,451.61,1345.98,0,940.34,3327.48,295.64,209.42,150.44,655.36
23444,460.88874,61.7509,0,0.47325,0.68808,0,0,0,0,0,0,0,0,0,1345.07,1512.89,0,0,0,0,0,1297.41,1425.24,0,0,0,0,0,1318.4,0,0,0,0,0,0,906.29,1263.66,0,0,0,0,0
23450,461.14251,175.992,0,0.26708,0.02921,0,0,0,0,0,2180.14,3902.84,3686.51,6589.17,5.87,0,0,0,0,0,0,0,0,0,3233.88,3472.07,2198.81,2880.68,7.5,0,0,1866.77,1791.66,2398.88,1351.93,0,0,0,3254.9,4117.67,3973.71,2026.3
23452,461.15545,807.933,0,0.33575,0.56672,0,0,0,0,0,0,0,0,0,581.89,1286.99,297.39,0,0,0,0,572.41,848.12,279.77,0,0,0,0,397.55,617.97,207.25,0,851.53,0,0,610.7,683.84,241.68,747.31,0,0,0
23521,461.94868,134.847,0,0.21926,0.21537,0,0,0,0,0,0,0,0,0,511.85,787.97,0,0,533.29,700.13,700.13,833.15,668.88,226.57,0,0,0,347.7,581.09,1090.75,495.83,0,0,0,0,747.11,1060.4,240.62,0,0,0,0
23525,462.11761,694.143,0,0.06399,0.5983,0,0,0,0,0,0,0,0,0,715.74,836.64,0,0,0,0,0,839.65,813.6,431.2,0,0,0,1088.8,605.47,436.62,281.9,0,0,0,0,626.3,858.91,720.41,0,0,0,0
23526,462.14621,74.6171,0,0.67984,0.11556,0,0,988.69,962.56,3343.96,3543,2422.76,1815.42,6305.13,444.84,1193.51,1711.55,930.29,768.16,1170.03,1170.03,445.94,1706.34,2608.33,3335.89,6231.7,5264.48,2296.84,397.38,1119.49,4188.52,2054.93,2734.38,2346.81,3081.83,320.51,1232.65,4479.32,3555.04,2999.14,3852.34,2460.38
23569,462.44787,341.47,0,0.45274,0.15748,0,0,0,0,0,347.01,1067.54,1134.31,373.9,0,0,131.26,3423.81,1572.34,2926.51,2926.51,13.44,42.18,83.92,589.8,644.49,423.98,588.26,0,37.55,0,383.31,253.75,0,1147.76,0,0,77.12,240.56,319.99,238.02,456.6
23597,463.05545,617.711,0,0.37722,0.70085,0,0,5.63,0,49.52,0,92.81,0,0,2293.63,3908.28,3054.43,1267.18,1532.93,543.03,543.03,2879.95,3500.97,3883.38,750.25,1058.88,131.06,174.69,2694.18,4238.13,3196.39,646.09,914.75,300.82,0,2477.23,3282.06,4133.16,996.87,1337.54,487.24,0
23598,463.05553,525.685,0,0.36304,0.70661,0,0,0,0,0,132.15,0,0,0,2046.42,3848.33,3414.16,643.94,1136.24,484.42,484.42,2446.5,3600.91,3203.62,168.24,138,0,0,2557.4,3676.73,3182.9,809.56,296.61,0,0,2335.18,3399.93,3961.91,629.08,268.6,0,267.21
23600,463.08668,812.197,0,0.25665,0.14393,0,0,0,0,0,0,0,0,0,2366.31,2885.11,2702.59,1987.71,2120.75,1579.45,1579.45,2909.45,3030.88,3013.05,0,0,0,0,2550.54,3105.75,2828.38,0,0,0,0,2479.17,2354.89,3227.18,0,0,0,0
23601,463.12277,774.3585,0,0.25172,0.26329,0,0,0,0,0,0,0,0,0,2057.36,3267.8,2475.33,2662.88,1531.57,1531.89,1531.89,2578.57,2751.49,2894.9,0,0,0,0,2195.28,2728.86,2669.62,247.22,0,0,0,2385.81,2420.36,3103.19,494.27,0,0,255.87
23603,463.14137,876.404,0,0.0928,0.33414,0,0,0,0,0,0,0,0,0,2195.96,2300.74,1345.97,1116.58,1521.4,743.85,743.85,2076.19,1950.56,921.55,0,0,0,116.83,1759.03,2030.53,1689.27,288.73,0,0,114.35,1743.29,2413.95,2291.17,0,0,0,118.56
23607,463.18337,877.573,0,0.37897,0.3212,0,0,6.76,0,273.75,0,0,0,0,0,0,1435.96,1804.32,2126.47,1460.26,1460.26,0,0,1534.4,2696.26,3369.39,1902.24,515.46,0,0,1478.2,3835.37,3950.65,2440.82,749.11,0,0,1572.23,2849.87,4912.14,2539.26,1032.26
23641,463.3024,1311.85,0,0.71123,0.03681,0,0,175.12,505.87,1134.34,1052.17,602.05,1572.13,370.24,134.02,313.4,859.36,0,0,0,0,178.43,82.48,1006.11,797.9,1693.7,736.08,1771.48,63.1,674.74,949.55,614.02,823.83,1165.68,1357.47,115.03,302.62,654.01,473.25,1009.99,1961.59,1669.74
23739,465.10248,757.394,1,0.04038,0.04247,0,0,2.3,0,0,0,0,0,0,8675.29,11265.32,9295.92,6616.77,7320.29,7530.18,7530.18,9799.33,9361.04,9171.61,3636.09,268.34,90.31,108.36,8788.71,11003.83,8552.69,4453.39,366.4,128.84,0,9786.27,9679.35,10674.8,4194.74,570.05,0,112.18
23740,465.10222,724.3175,0,0.14135,0.06155,0,0,0,11.21,0,0,0,0,0,8162.68,9446.05,7848.47,7441.98,7154.81,6820.3,6820.3,8380.59,7507.5,8529.75,3114.17,264.1,1515.58,0,7042.71,9192.24,8219.15,3267.55,288.8,1653.67,83.69,7100.82,8322.92,8460,3508.67,543,1902.68,0
23742,465.10222,946.543,0,0.63158,0.64661,0,0,0,0,0,0,0,0,0,536.52,1090.35,0,860.03,0,0,0,924.27,190.81,0,0,0,0,472.86,535.45,457.21,0,0,0,0,0,601.1,418.94,0,0,0,0,0
23748,465.19917,836.451,0,0.33565,0.01025,0,0,0,0,213.6,1402.94,148.36,0,0,9.14,0,341.76,175.92,400.34,157.12,157.12,0,0,479.55,192.29,1510.69,1436.28,2985.25,0,0,272.24,490.7,1779.03,1439.83,2173.72,0,0,459.4,362.72,1357.55,1355.26,2914.67
23784,465.77701,680.63,0,0.18064,0.04423,0,0,0,9.63,0,6678.06,9188.3,10435.28,3969.16,0,0,0,3584.39,4717.42,2805.49,2805.49,0,0,0,3805.02,2694,1830.24,10005.11,0,0,0,4408.63,4465.67,7464.04,11480.58,0,0,0,5142.28,7666.87,4210.38,10331.37
23791,466.03933,525.5505,0,0.19746,0.74003,0,0,0,0,0,0,0,0,0,861.45,1544.51,734.01,0,0,0,0,1058.88,784.12,867.14,0,0,0,304.42,969.79,1717.65,609.39,0,0,0,0,948.71,1659.22,567.96,0,0,0,0
23792,466.03919,618.074,0,0.31378,0.73455,0,0,0,97.47,0,0,0,0,0,850.03,1081.13,330.12,0,0,0,0,1009.8,1017.67,1130.16,0,0,511.2,0,858.67,1123.91,414.51,0,0,0,0,844.04,1261.45,782.04,0,0,0,0
23793,466.05528,850.3875,0,0.06737,0.7266,0,0,0,0,0,0,0,0,0,715.71,790.37,495.69,0,0,0,0,663.18,528.93,542.63,0,0,0,0,819.7,1239.33,276.5,0,0,0,0,912.99,833.08,760.86,0,0,0,0
23794,466.06395,617.8975,0,0.25573,0.7144,0,0,0,0,0,0,483.3,0,0,930.69,375.62,0,0,0,0,0,926.9,419.47,365.65,0,0,0,0,903.83,776.07,484.86,0,0,0,0,837.41,719.53,0,0,0,0,0
23795,466.06411,526.172,0,0.1467,0.68285,0,0,0,0,0,0,0,0,0,505.14,749.14,0,0,696.31,0,0,695.36,612.14,237.55,0,503.35,0,0,581.51,646.43,641.09,0,0,0,0,573.77,606.64,0,0,0,0,0
23851,467.05049,589.372,0,0.17065,0.68404,0,0,0,0,0,0,281.45,0,0,961.02,1221,548.18,0,0,0,0,1327.55,908.74,585.8,0,0,0,0,1119.86,1374.51,1588.27,0,0,0,0,1194.37,1235.17,1488.49,0,0,0,0
23859,467.1936,1163.13,0,0.57197,0.521,0,0,0,0,0,0,89.93,0,0,4466.89,5135.04,4346.18,3785.49,4803.39,3355.82,3355.82,4883.5,4146.99,4755.88,3014.77,3300.39,3476.42,3393.32,4386.98,5227.32,4529.67,3577.83,3493.37,2384.55,3116.29,4255.23,4634.79,5979.81,3580.65,4129.79,2377.79,4445.1
23885,467.36618,161.3045,0,0.0436,0.00012,0,0,0,381.32,112.13,1402.7,1655.34,1607.94,3235.1,0,164.74,34.88,292.87,0,154.01,154.01,0,410.58,221.34,1393.23,1756.14,1934.86,6452.62,0,144.16,55.13,873.58,1786.8,1356.15,7041.4,0,249.55,96.44,606.44,1040.09,913.26,4965.24
23909,468.03453,618.074,0,0.13863,0.63106,0,0,0,0,45.71,1233.19,894.04,631.66,2161.23,3775.66,5895.98,4377.75,2372.44,2993.71,2028.39,2028.39,4408.84,5154.06,6242.81,3396.61,1581.31,1983.88,427.78,3959.49,6352.44,5068.96,2041.65,1622.64,1871.25,1316.63,3600.58,4720.13,5376.25,3245.34,1902.21,1776.85,610.51
23910,468.03463,525.8335,0,0.42464,0.62188,0,0,0,0,0,0,0,0,0,3203.36,5900.35,5413.52,1679.79,2209.58,1544.71,1544.71,4025.12,5493.92,6142.78,2003.61,515.4,321.24,0,3808.06,6237.66,5841.41,1812.34,916.42,300.58,0,3644.42,5415.28,6091.29,1950.41,1614.08,350.4,55.96
23911,468.0346,645.934,0,0.73898,0.489,0,0,0,0,0,0,0,0,0,2699.09,3897.99,4551.14,2426.13,2077.69,1859.52,1859.52,2666.53,4081.7,5614.69,1241.58,0,71.47,0,2437.3,3936.42,4368.42,1177.29,166.99,0,0,2610.49,3948.59,4792.11,1158.7,475.93,71.55,0
23912,468.071,673.221,0,0.08195,0.73389,0,0,0,0,0,0,0,0,0,693.74,407.13,226.36,0,0,0,0,712.4,428.85,0,0,0,0,0,641.97,865.73,0,0,0,0,0,662.01,417.8,652.94,0,0,0,0
23955,468.53652,580.4365,0,0.22592,0.52683,0,0,0,0,0,0,0,0,0,0,0,44.5,6259.26,3569.33,1374.6,1374.6,0,0,0,607.68,170.54,0,180.84,0,28.57,0,341.19,590.88,574.51,579.79,0,0,0,511.42,381.19,853.15,602.88
23970,468.80067,1111.22,0,0,0.00824,0,0,0,0,0,0,0,0,0,0,0,0,2110.64,2535.94,3506.37,3506.37,0,0,0,0,0,0,0,0,0,0,0,0,0,147.98,0,0,0,0,0,0,0
23983,469.08433,639.708,0,0.02037,0.00547,0,0,9.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089.38,2803.19,0,0,0,415.14,453.45,1854.61,2425.28,0,0,0,0,501.38,1252.3,4072.26
23987,469.15442,936.7325,0,0.02478,0.03998,0,0,0,0,0,0,0,0,0,1459.6,1590.01,1332.52,2222.76,1296.57,1554.98,1554.98,1179.46,1705.17,1523.06,1192.48,662.21,1743.59,4234.16,1021.92,1109.99,1840.83,1591.68,2309.74,1324.73,2991.73,1120.76,1294.54,1908.16,1153.54,1436.36,1584.64,2728.95
23989,469.1678,528.69,0,0.44603,0.56228,0,0,0,52.21,0,267.85,504.04,275.68,268.5,2245.62,1152.83,198.75,376.25,1014.65,1159.13,1159.13,2030.86,961.51,420.8,267.23,784.97,714.11,0,1711.96,1604.09,158.97,1210.77,0,0,0,1712.03,1070.86,301.21,2054.57,228.93,0,379.04
24024,469.33084,920.8585,0,0.06726,0.03917,0,0,0,0,0,0,0,90.11,0,2787.27,3061.33,2415.19,2351.69,2263.87,2135.18,2135.18,2728.7,2601.54,2652.01,458.4,0,98.68,76.16,1981.97,2827.72,2395.28,926.51,221.69,0,0,2739.13,2505,2592.21,528.57,91.3,90.31,0
24025,469.33059,1014.18,0,0.0483,0.0108,0,0,0,0,0,0,0,0,0,36.67,24.1,0,71.55,0,0,0,48.51,0,0,1881.39,3462.13,2845.3,3880.1,13.98,40.09,72.73,2309.47,2559.46,2769.6,3106.7,40.83,61.39,56.13,2336.64,3046.78,3186.63,3342.29
24030,469.45619,336.2605,0,0.03059,0.21956,0,0,0,0,0,0,0,0,0,0,87.1,0,3518.86,878.82,2704.53,2704.53,0,53.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.8
24127,470.88924,67.8356,0,0.23643,0.0021,0,0,0,0,0,740.81,1073.56,1932.11,1422.01,15.45,0,211.27,0,0,0,0,52.65,0,833.78,1646.77,2253.76,3053.01,3009.99,32.56,0,319.4,1697.14,2699.54,3608.88,4667.81,49.51,0,404.27,3080.9,2109.12,3764.1,3786.21
24134,471.08937,800.2175,0,0.19773,0.48964,0,0,0,0,0,0,0,0,0,1433.45,1959.48,1590.44,288.12,997.68,884.32,884.32,1521.75,1133.52,1740.13,0,0,0,0,1229.56,1931.08,1126.81,0,0,0,0,1276.67,1729.41,1389.29,0,0,0,0
24135,471.09005,479.15,0,0.52544,0.09464,0,0,0,143.34,0,707.56,915.3,0,0,1524.67,1741.05,531.38,1816.03,1257.48,2181.98,2181.98,2185.88,1114.24,1292.65,276.6,609.65,853.61,0,1486.7,1391.38,607.3,509.1,735.59,672.25,259.41,1757.34,1048.13,1028.01,765.17,684.1,0,0
24138,471.1703,876.8575,0,0.44356,0.04975,0,0,0,0,0,0,0,0,0,3557.27,5011.45,5591.66,5142.31,4942.63,5468.03,5468.03,4449.64,5170.8,5238.85,2799.63,1668.44,1367.3,936.15,3434.14,4897.75,5331.38,3293.95,1636.15,1861.32,1312.92,3590.77,4964.84,5745.96,2777.97,1915.01,1763.82,1057.87
24203,472.0295,589.3485,0,0.5777,0.69341,0,0,8.79,0,0,0,0,0,0,2409.93,2938.4,2705.68,714.56,524.91,409.21,409.21,2647.72,2891.47,4146.93,140.53,0,0,0,2329.78,2962.04,3748.2,364.38,138.92,0,0,2426.76,2927.28,3450.84,0,0,0,0
24204,472.02956,536.468,0,0.72454,0.73849,0,0,0,0,0,0,0,0,0,1271.85,2700.06,2712.14,317.76,396.67,274.47,274.47,1279.36,2222.93,2632.41,150.98,0,0,0,1546.85,2604.16,2194.43,0,0,0,0,1446.79,2602.13,2601,0,0,0,0
24269,472.81513,68.9248,0,0.74783,0.61523,0,0,144.04,58.62,0,251.18,0,232,0,2570.2,2792.41,202.5,0,0,0,0,2091.12,1594.88,285.49,0,249.21,452.3,0,2146.62,2464.68,216.39,0,203,153.26,0,2244.12,1452.84,0,0,0,618.92,418.66
24274,473.03815,615.789,0,0.32399,0.58304,0,0,0,0,0,0,0,0,0,765.25,1275.75,335.97,0,0,0,0,556.47,346.12,0,0,0,0,0,839.55,1066.56,0,0,0,0,0,569.25,581.06,236.6,0,0,0,0
24275,473.12576,61.7979,0,0.58713,0.08919,0,0,0,0,0,1344.32,1825.28,819.95,770.26,0,0,0,0,0,746.69,746.69,0,0,0,3453.04,1002.63,707.71,1618.82,0,0,0,3806.15,894.85,4506.4,8304.5,0,0,0,3024.08,642.83,1120.4,6909.93
24278,473.17629,118.9725,0,0.66446,0.10258,0,0,0,15.43,0,782.6,599.48,794.42,649.09,1789.15,1855.95,6108.05,14389.98,14101.48,11467.17,11467.17,1920.6,1595.8,6667.49,6868.62,5634.8,3401.78,764.39,1762.86,1993.39,4976.46,6342.4,5767.35,6269.02,945.31,1844.42,1999.66,5724.77,9056.12,7352.26,5431.59,964.8
24284,473.20637,394.314,0,0.11895,0.08574,0,0,0,711.05,620.49,1107.91,1415.18,3138.74,1097.6,0,1290.51,599.22,4298.64,3635.43,5560.65,5560.65,0,814.55,1165.91,1202.35,1657.31,1845.58,1841.23,0,985.55,736.24,1259.2,1191.89,2073.99,5867.86,0,945.73,1071.58,1312.29,2017.68,2414.27,5862.25
24318,473.32573,894.3805,0,0.29716,0.51738,0,0,0,0,16.92,52.07,28.4,0,27.17,5296.74,8225.1,9862.38,10263.02,12224.39,11296.46,11296.46,4269.5,7327.35,11839.77,10267.04,12143.24,11504.32,8021.51,5190.42,8669.83,11890.98,11440.9,11783.87,12632.31,12693.6,4632.75,8173.29,11054.83,12660.44,11650.74,14505.43,8100.59
24319,473.32568,1022.575,0,0.52297,0.65869,0,0,0,0,134.92,0,0,0,0,4407.44,5515.94,5072.9,3744.57,5580.13,4888.18,4888.18,5088.27,4719.79,5205.2,4695.29,4895.3,5175.76,5443.66,4073.93,5240.48,3418.16,4946.6,5150.53,5200.08,5695.04,3964.79,4862.18,6218.14,4597.89,5042.5,5548.8,5041.44
24322,473.32574,1168.54,0,0.68428,0.55846,0,0,0,506.42,1198.7,687.19,473.22,1223.58,1233.93,2505.6,2204.74,2382.74,1768.34,2068.5,1899.29,1899.29,2307.9,2556.08,1965.27,1934.96,636.43,2123.38,1773.59,2311.02,2432.44,2995.67,1441.17,2058.84,1633.69,2313.49,2209.97,2747.74,3139.13,2242.82,1803.09,1398.54,2210.79
24328,473.66753,518.597,0,0.17044,0.00486,0,0,0,0,232.94,3139.45,4497,4332.76,4389.62,0,0,78.57,0,0,0,0,0,0,213,1021.93,712.49,1076.23,216.91,0,0,133.79,334,1528.45,1746.48,1260.54,0,0,286.52,1805.1,1831.73,2609.87,959.73
24343,473.94917,123.7785,0,0.14183,0.35298,0,0,0,0,0,0,0,0,0,1720.37,2133.58,1274.8,1185.26,398.6,1130.82,1130.82,2610.01,1210.96,192.62,404.01,197.48,190.32,0,1947.31,1932.49,681.77,0,0,0,0,2034.92,1540.75,598.39,0,0,0,0
